,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.553392181801,0.00751438430004,2.81356097354,0.397285334823,-0.00989797211232,0.256677495098,0.227696759181,35.1588211334,4.63657172878,4.76590439545,-0.0232568848357,-0.255218212294,0.0337073384546,0.0440961654561,0.301568599067,0.75,0.99,0.0112399962184,0.0284971052013
