ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.0063145665907165978,-0.36086714774445317,-6.3655658977797946,53.435580825796528,0.26652240572183356,SMA,0.75,0.064773577481849989,4,0.48171421158436367,3.2035037263139835e-10,0.65340420584842862,0.07092978135146269,0.11442923564856256,0.41434482261431788,0.37813505241197598,2,0.3818642352781893,8.4982846116102504,0.028080103548044244
