,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,9.39948495848e-08,1.28136525144e-08,88.8404485211,0.0274506001294,0.766023607775,-4.74553852036,53.2905569712,-5.14383721755,7.57213840299,5.13096538405,40.6815356878,0.323003134798,37.3393241796,2.33082854791,5.77543925892,5.65297760515,0.0440961654561,0.301568599067,0.75,0.99,0.0121588594849,0.0341231941323
