lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,1.6030392678643277,-0.59523064699230011,3,1.3151692100205925,1.4630645484872999,1.3643703934936973,4.5211819125162211,1,MA,0.11981964640051368,3.7833866531668816,0.016910806462439008,3.9060331063306775,0.047608509073617931,0.98999999999999999
