Latitude,perc70,perc75,perc80,perc85,perc90,perc95,perc99
0,16.4373759221095,18.16383281527,20.2930766891218,22.9305339335445,26.2466766067555,30.8737281213076,37.1549836978645
1,16.3784312342658,17.9936690670911,19.9132849578585,22.306950309409,25.2801976777243,29.3317235621524,35.528541930125
2,16.3004664146642,17.8962691531063,19.7652419351165,22.0750301687504,24.9630502976147,28.8580696447917,34.9548537417268
3,16.2045621621803,17.7963727815102,19.6097869463474,21.8359713697906,24.5862134239074,28.4542889758762,34.5707281314233
4,16.0892090682285,17.6335720034524,19.4406715044796,21.6248904734278,24.2651574584567,28.0150995190323,34.2196712397205
5,15.9825411014634,17.5125672655788,19.3068923498062,21.4022310943039,24.0138453022127,27.6250959810011,33.8753268331834
6,15.8932390865368,17.4349666216584,19.1968276240675,21.2500483433236,23.7814533117863,27.3564006230483,33.6547490915081
7,15.8860034826344,17.4150968306084,19.1482185640498,21.1383617386607,23.6594673490182,27.1190183100134,33.7087232099458
8,15.9838783360773,17.517346311186,19.2080622003847,21.1789521369116,23.6772614240516,27.2574411054572,34.039809541045
9,16.2428233904775,17.7414849080315,19.4329306506226,21.392151496548,23.9399050394923,27.591551852019,34.6700930955538
10,16.6840610373711,18.1749739946764,19.8775337748622,21.9286148467509,24.4760433190173,28.225407506771,35.6038057928999
11,17.4280759506653,18.9327679328524,20.661484384231,22.7169031871865,25.3177247641046,29.2189147637207,36.7881879064699
12,18.5367231391614,20.0451183387675,21.7913293402768,23.8374398208522,26.5025804276109,30.5578644080261,38.1336661256885
13,19.9839215240743,21.5214051016092,23.2776549867409,25.3284391610141,27.9866896697163,32.1088473781509,39.4551859909475
14,21.7608976343325,23.3189439857515,25.0858277556721,27.1010854726324,29.7191148593335,33.7979782160669,41.1632831066985
15,23.8159228583671,25.3781715210996,27.1112549548416,29.1298507722582,31.6996393433611,35.6881543799432,43.1568237754858
16,26.0240855716416,27.6026476983204,29.3433284394596,31.3483754185607,33.9764972046634,37.7749583111643,45.3120349438503
17,28.4223157209898,29.9527670003094,31.710036051639,33.784459374349,36.3967424946115,40.1913034182227,47.4874226750466
18,30.94685757753,32.486877756606,34.2242693150068,36.3163812689809,38.9763394747499,42.7889995255363,49.7443225312799
19,33.557072663686,35.1165863498045,36.8664976532385,38.9432872362118,41.6289440408616,45.4912351852135,52.2829761728417
20,36.1530999957894,37.7893394999286,39.5572405556918,41.6459130491531,44.2746459937895,48.0941900493041,54.7274315655998
21,38.6876654925503,40.3944087032126,42.2042708333326,44.2315609872246,46.7869838572983,50.5656569341236,57.2233748357277
22,41.0299127960152,42.7438047870521,44.6130427414734,46.6842386545442,49.193894955531,52.8963639448832,59.5833450003248
23,43.1080807507796,44.8316783317912,46.6992243900892,48.8721633752442,51.497143761499,55.0711628013399,61.7121584578483
24,44.8781247320131,46.6378092833584,48.5578532164597,50.7945430522391,53.45634817874,57.0802992981151,63.3023435211027
25,46.3343444249845,48.1604610098614,50.1106340193384,52.3674799940604,55.022968170031,58.6804044108583,64.8962447478851
26,47.3010178410205,49.1819904340774,51.2257336723552,53.5211721249809,56.2429586482682,59.9870753118452,66.4177930866609
27,47.7421079267178,49.6917628759944,51.8251841388865,54.2027401271767,57.0863416079141,61.0122723513851,67.6494284131792
28,47.7644021117856,49.7932404914843,51.9549656248389,54.4203371560955,57.4003065657461,61.6087250298503,68.9836595923047
29,47.4227430916569,49.424169244974,51.654313474191,54.2641583027754,57.39315559822,61.9038317783249,69.5674561638434
30,46.7192050728144,48.8076433445484,51.1073580499333,53.7593275379196,57.0227827766787,61.6652343754148,69.6456290718808
31,45.7862312701026,47.9267629946389,50.25795336392,52.9474171964053,56.2958935512754,60.977161286931,69.1847227041521
32,44.5677515955034,46.7493721503626,49.1903627519077,51.9137406959243,55.3088182448248,60.0493877085909,68.6803251655842
33,43.2762508251865,45.4251746547244,47.8690708811623,50.6982669306472,54.088691984396,59.0783877839372,67.8447738954968
34,41.9083576767218,44.0529586982489,46.459146645774,49.2983522294875,52.8716723266154,58.099987170149,67.030468698289
35,40.5222927639632,42.613467417473,44.9802977112863,47.9199793411817,51.717988810364,57.0397085239965,66.310412218613
36,39.2425218322786,41.2721299983801,43.6311623392307,46.5148847760927,50.4092978991821,56.0540900830508,65.6280163958065
37,38.1407828076607,40.1426193665046,42.4485891978161,45.2709907090108,49.0342403138761,54.9899662190485,64.9722156951864
38,37.2322766065228,39.2070810886368,41.4712074092621,44.226704313188,47.8706958247398,53.88800427333,64.6045083190287
39,36.4837774921854,38.4276714529552,40.6816893309491,43.4411627614069,46.9255967733084,52.6410683025693,64.2530342042397
40,35.823284767412,37.7763026445297,40.0674755787321,42.8021975024927,46.2138932156905,51.7043924326129,63.9212547107007
41,35.3240136283196,37.28499272771,39.5416379086616,42.2179980239888,45.648214128683,50.9594322579219,63.4053018299599
42,34.9881966539684,36.911604724043,39.1227215747791,41.7344573596902,45.1436574436426,50.4425013004212,62.4425532474792
43,34.7860588935113,36.6807903475736,38.8097714132708,41.4025813954093,44.7450937316214,50.0282219326157,61.6862691844921
44,34.663757402664,36.5244155955427,38.6228601076251,41.1188095288266,44.4867767371732,49.6685260473789,61.0090880599478
45,34.5914015103579,36.4413485545952,38.474244724783,40.9854924608106,44.2792639479817,49.3801822987478,60.2529129092588
46,34.6137875582936,36.3949509067758,38.4131893775872,40.8657731610351,44.1080293918964,49.0875722258314,59.3198157389405
47,34.7237549968153,36.4370764243189,38.4077526827838,40.7673697454863,43.9392500939076,48.7829625406313,58.2853414770157
48,34.8381561445021,36.5386011799251,38.436720021402,40.7598764650966,43.7654458994015,48.3986003384418,57.1380450033914
49,34.8933839782941,36.6272604926823,38.5318000053585,40.7818812677404,43.6247037013512,47.940966215211,56.1744753264073
50,34.9236005167303,36.6509432497468,38.5598559708311,40.7858667322029,43.4869725467521,47.5069366440627,55.4142208627328
51,34.9225820536359,36.6119632748365,38.5146450406202,40.6955170032896,43.2546663476787,47.0888142288941,54.6864486853524
52,34.8501859602509,36.5029278863479,38.3551857658881,40.4468066772818,43.0012884136023,46.6418466849207,53.9682110486553
53,34.6761685855491,36.2962029738716,38.0877280292639,40.1310382756548,42.6320889047542,46.1958550054134,53.2023178010302
54,34.4367216779023,35.9913938315219,37.7409422307835,39.7726440317647,42.2125788602544,45.7283198537389,52.4394412505345
55,34.1110388273571,35.6347858431968,37.3247625887279,39.3503685152672,41.7495603576471,45.2022157220675,51.8222892427776
56,33.7138618981321,35.1773591530467,36.8864625468129,38.8627800694044,41.2511312600755,44.6592278345517,51.1575308102041
57,33.2695103990074,34.7077059225352,36.3675145776139,38.297360051915,40.7460888269153,44.1782650238344,50.6486826403073
58,32.7935842205554,34.2303824787429,35.8366909414285,37.7882542896275,40.1526952391787,43.631845129528,50.1275712003866
59,32.3294270587683,33.7457670843285,35.3458985436421,37.2119566771996,39.5623133293199,42.958994891536,49.5984116584293
60,31.7310878258354,33.189321716044,34.8230946903251,36.6654526540506,38.8904177523011,42.2224853213591,48.8658130552674
61,31.0467011713822,32.5138052663423,34.1707730413617,36.054355160021,38.3007086675252,41.5338416350761,47.8883717110644
62,30.2172227560674,31.7439259749677,33.4108933243431,35.3333757070458,37.7018172932462,40.8974567785062,47.0880625149748
63,29.3029500392472,30.8526942743357,32.5659806253079,34.5501657561735,36.9661353508815,40.2281543496994,46.4195295996917
64,28.3438653563288,29.9094680353848,31.6001421647572,33.6178813370319,36.1544135431225,39.5622366773474,45.9234594611394
65,27.2548307562758,28.8327977973065,30.5843992143425,32.6447285898972,35.1652861365922,38.738464475615,45.2151758253459
66,26.0642946324959,27.6896925319157,29.5013383231349,31.5592512391587,34.1194962701002,37.793220972731,44.234871244848
67,24.8795255283211,26.4796953107656,28.2731008522591,30.3967125803682,32.9707783282186,36.8289022952437,43.1551627002805
68,23.6819159661242,25.2572082464953,26.9809821600523,29.0683474483576,31.801006503657,35.7346327895217,42.0574670536293
69,22.4483253783607,23.97552798417,25.671448749866,27.7393488808812,30.5124331065696,34.5342346985335,40.8668493281196
70,21.2288354277402,22.6830921112584,24.3733638573811,26.425681656482,29.0705617048237,33.2341405416132,39.8967452747963
71,20.0314585375486,21.4748433644751,23.1115849907326,25.0865261130269,27.6465921525052,31.7745910077411,38.975735371135
72,18.8929273973234,20.280620727534,21.8867704309498,23.7832479746321,26.2468237374506,30.2328953737614,38.3199003146509
73,17.8529441802452,19.197393870068,20.6963475482909,22.490458370318,24.9520147164559,28.7693638993381,37.6487377334982
74,16.848651377736,18.1353133422084,19.5811802464597,21.3401401297446,23.7583378615499,27.5051540265989,36.9001476488157
75,15.8515092263226,17.1003761945621,18.5694488766301,20.3099308473371,22.6256608622936,26.4319233977275,35.9690044878486
76,14.9778922099483,16.1845380972232,17.6055249102514,19.3501821476855,21.6107504035715,25.5486594368213,34.7389448170602
77,14.2196284631387,15.3845489719178,16.749582670805,18.4264234350587,20.707784164544,24.7263178174638,33.4414717833972
78,13.5521794373282,14.6990065299802,16.0156560217044,17.5947056202588,19.8904840153969,23.721474576247,31.9471764468157
79,12.9284414298346,14.0579299649759,15.3382917259277,16.9219666256251,19.2012082549624,22.7639085463495,30.0272517687498
80,12.3940885419647,13.4521699835083,14.7073808455316,16.3437436245333,18.5170263232556,21.7497621568225,28.4226784680661
81,11.8446237373829,12.8991682550754,14.1754792363837,15.7482724694636,17.7376096999224,20.7954691569127,27.2163811527927
82,11.3525903241852,12.4060906029526,13.6297633758955,15.0878392373703,16.9506532748722,19.7782866710931,25.727066849057
83,10.9181356574744,11.9398993381765,13.1148792901311,14.4453472532795,16.1653434791039,18.9232558166607,24.1521082212909
84,10.5322698822263,11.5044063247402,12.5667166293213,13.7961155585078,15.4508071725082,18.0996757301172,22.7494184100167
85,10.1749062976139,11.0688386191093,12.0782595035875,13.2635452298618,14.86255650791,17.4302619351938,21.4873977718014
86,9.92184282469798,10.7569021408519,11.7422466094605,12.9118473688249,14.383056451142,16.7954088397216,20.2404367916297
87,9.75777420876174,10.5725398881455,11.4979273660881,12.6156483982772,14.1012432497462,16.1714130621386,19.462667738306
88,9.63382156502304,10.4641478176373,11.3716445140612,12.4052210847591,13.8167179195756,15.7261321168115,19.0320730707242
89,9.67600491022117,10.5969514286415,11.2569915454146,12.1980511078966,13.556549138191,15.752910034576,18.8862423157456
