Latitude,perc70,perc75,perc80,perc85,perc90,perc95,perc99
0,7.36693095750442,7.88899538964943,8.47935061446543,9.19720681113696,10.1296442464665,11.5792760871796,14.813014889046
1,7.17257633618249,7.70457340166788,8.32350297239115,9.05729469788539,10.060902771279,11.6446953304991,15.2329143273603
2,7.14743346486459,7.67512962455048,8.29519016427128,9.04694156574977,10.0361052384431,11.6596835701428,15.3668779125589
3,7.16133206162569,7.69957953468202,8.32076582108652,9.06534402909654,10.0611274275682,11.705011807235,15.4557720240718
4,7.18239203895326,7.73890061206916,8.36965477205961,9.12180540475492,10.1432529713672,11.7797180286695,15.549645733207
5,7.20474696692036,7.7564374258361,8.4029882443552,9.19665735854221,10.2504252258573,11.8945004502798,15.6863184028501
6,7.21442153109869,7.77905975395254,8.43954782144452,9.24210567406274,10.3213329291128,12.0051310182008,15.8857602496716
7,7.21897437443962,7.79551147830469,8.46333517001907,9.27066277244613,10.3723329315043,12.100234456104,16.0040189707879
8,7.24186607899315,7.81974044138802,8.49799705044766,9.32064705009969,10.4269170187838,12.2142219061248,16.2287625523781
9,7.28716515978577,7.86546430577056,8.5501911902924,9.39995023308078,10.5436374640457,12.4005644512729,16.4978921026097
10,7.36797606551855,7.95643893255775,8.66266071044548,9.53458500625408,10.7458091228587,12.7149961060017,17.0407065899427
11,7.52248266381462,8.14560886943448,8.88594662175347,9.80312366222007,11.0806244448,13.1611313310796,17.6304833813249
12,7.8304350496804,8.50846583591355,9.2808080373923,10.2566763259312,11.5620661803726,13.7662957930538,18.2723417249684
13,8.29137431420188,9.01944168108372,9.85668513337265,10.8910157737052,12.2979686872582,14.5555478419094,19.1591471951114
14,8.93363994639602,9.71321984943599,10.6067301954749,11.7139038641539,13.211657067024,15.5777758136341,20.3882485107449
15,9.76739769929389,10.6135698968315,11.5734678709114,12.7446225077505,14.3376492012498,16.8663176884747,21.8805770701294
16,10.7710519628224,11.6902840887606,12.7527301592619,14.0139869847645,15.7010549840326,18.3222980529257,23.4838184590467
17,11.8977340360997,12.8856679738042,14.0306456228822,15.4200376909769,17.1835683941058,19.9440080941102,25.1825099243115
18,13.0851353651331,14.1389113538083,15.3624341714199,16.8487893157853,18.7708207345305,21.6792441391955,26.9546222183728
19,14.2615389179271,15.3732300533169,16.6785620431063,18.2704169633597,20.3845897223253,23.4344523108001,28.9339538456903
20,15.4249202541109,16.6113457861648,17.9833998964608,19.6742205836312,21.8403522250503,25.1055242434285,30.8753902708769
21,16.5571546325868,17.7941572492909,19.2382900675762,20.9593878976984,23.2103441373843,26.6315296354564,32.8217062330263
22,17.5830835211063,18.8951218128049,20.3995901188528,22.1743215035694,24.4415134826109,28.0453944980618,34.743810654405
23,18.5167592716439,19.8692221813761,21.4332399041172,23.2742173189454,25.6567232991263,29.4157736530951,36.5799437917116
24,19.382935655576,20.7337410030454,22.3360788367689,24.3100437535855,26.8597261198148,30.7165659768132,38.1395442705028
25,20.1880761584985,21.608351890556,23.254596099801,25.2782949747577,27.8787881413375,31.9070010880865,39.7979295678682
26,20.944241226824,22.3822119098176,24.0665728972885,26.1275858218656,28.816380729856,32.918322734584,41.262709718171
27,21.5919190376564,23.1020256642532,24.8391863387318,26.9529643948622,29.7334101933239,33.9660634738864,42.5662687189866
28,22.2160750683746,23.7784199968571,25.5942744000059,27.7884176533749,30.6314543338553,34.9262281930131,43.8184101099505
29,22.9161691210572,24.5023307855452,26.3366099585505,28.6342443044536,31.4867997718629,35.8788581588848,44.7584983916613
30,23.6188413055307,25.2614095882567,27.1262515624889,29.3753936558561,32.2746404116153,36.7385314900317,45.578039343091
31,24.3544457768991,25.9853407019326,27.8592618389438,30.1346672721248,33.0496504782146,37.6576114594861,46.5900516238502
32,25.022034233672,26.6853879275802,28.6311471768723,30.9732075502762,33.9888964326491,38.6357450116771,47.6578568708216
33,25.7300951031191,27.4452218966486,29.4130191441784,31.7900322009001,34.9424200686048,39.7277298410391,48.8253645795729
34,26.3410313920774,28.1503517014544,30.2312777915751,32.692899948974,35.9556553248354,40.9415315136879,50.0837651876698
35,27.0124968129343,28.8599467486042,30.9933696448309,33.6359082399011,37.0439374149471,42.1766087661037,51.4867578236099
36,27.6958979936458,29.591446239788,31.7670479884486,34.5115856391451,38.1595722646019,43.49455871772,52.9902685123533
