ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.01263250456613192,41.034432270337099,0.3024122858140591,-0.22177470841149768,-0.16869436462297555,SMA,0.75,0.064773577481849989,4,0.49268050579205386,0.12750291608317824,0.084000352957823737,0.24027638636860349,432.22390828850575,3.7584244284397501,-0.62177920330286862,2,6.7556250606578283,2.9884401372575553,0.037980148782858825
