ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.0060338311582945519,0.0054223258818609831,-0.0037022186938801107,40.540299517614429,0.44816046827446016,SMA,0.0047308485441113161,0.75,0.064773577481849989,5,0.0093198806200642994,0.98551505483901369,5.9290634564695383e-11,0.0028972522901397272,0.94745662413363296,-0.55832768208151839,0.39084213325582429,6.1171446108253269,-5.653228634328058,2,4.9935361919457177,0.50623268035974922,0.014496662479870692
