,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.00181282837218,0.48592322506,0.5046178126,0.397729309612,0.331525657651,34.4944930408,-0.00744668530869,-0.101951694292,0.00150099229279,0.114618865296,4.38695044401,3.75657643007,0.00645830826959,0.0440961654561,0.301568599067,0.75,0.99,0.0105307687586,0.028611849277
