ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.011537352072875885,5.8582113687916753,6.0681959611229459,1657.0484944114862,-0.065609395706278689,SMA,0.75,0.064773577481849989,4,2.2156630723948543,67.915382861779179,0.0078518673117253229,221521.76724072636,0.0031723047339034375,2.3629364207586954,-0.94688334110459582,2,-1.793613288000361,15.34289353967363,0.037085047471313137
