lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,0.029127717320369218,-0.027244376224780546,3,341.2836071285551,0.26962585522422677,1.0153593448604441,9.4938228048647257,0.05117267522709705,SMA,0.023702863244411621,0.084986153226421599,0.91882488301426068,0.067381687797334375,0.010987560304348793,0.98999999999999999
