ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.028788653708894291,2.5061628191964558,-0.30015161567413023,6.6425808826955919,-0.89647052159030294,MA,0.077829688441174591,0.75,0.064773577481849989,5,1,0.15130959682841769,0.28124980183441461,0.070525169389328859,0.16800484489596212,6.2388620692340853,-0.80811407473016272,4.8282991726350657,-0.01993792428799189,2,-0.14655295228809498,1.7353599254636469,0.10214325521835366
