,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,0.109496136684,12.1706731267,0.00994086227877,0.440207742911,0.441220938928,-0.219566237567,-0.104514821028,6.8910465391,3.47962010059,0.380398694265,34.155803343,0.0207932311263,0.326102131345,0.0591988037008,-0.206168098017,0.0255635685968,0.0440961654561,0.301568599067,0.75,0.99,0.00984099994753,0.0241623718726
