,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.486775682017,0.00181244233416,0.503767294917,0.397649318696,-0.00743805134184,-0.101758471156,0.331523970848,34.4946994333,0.00150894812339,0.114795238321,4.3869525414,3.75657145348,0.00645699038931,0.0440961654561,0.301568599067,0.75,0.99,0.0105307686232,0.02861183667
