lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.23151313753431976,2,3.7166986530209094,-0.060611251310257033,3,2.1861706850150249,0.089522499009698442,-0.14228167714909851,7.7235664760487985,1,MA,0.12505502574756422,0.24042858228042491,0.24760503345762999,0.26985132243253224,0.049103483000753588,0.98999999999999999
