ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2548736305761713,0.98999999999999999,0.049983563124646774,115.60636600132806,18.681140909556056,21.894351921250337,24.922525534804056,SMA,0.75,0.064773577481849989,4,15.611406967478713,156671933.00194335,0.13130977586451104,75819653062.296432,5.1309928624669194e-29,1656.5811262864781,3.2640139160237842,2,-12.95668182146491,22.108463160132303,0.13897121133057366
