,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.00555189305039,0.374158457998,2.89783720464,0.57884910322,0.0845684950914,33.1151472672,-0.0232700842732,-0.254669826584,4.68215374214,5.34661754622,-0.00898053698071,0.230028989425,0.0317801644007,0.0440961654561,0.301568599067,0.75,0.99,0.01140068461,0.0275728811351
