,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,2.02871583608e-13,2987.46830699,1.32999902735e-14,53570.6794719,3.89277638931e-16,-7.23367006672,91.9359394474,8.01337538687,44.92626437,-7.75465526919,22.5202397962,10.28783615,7.04644137835,-8.36942797248,7.36226089977,6.03594419127,0.0440961654561,0.226015552419,0.75,0.99,0.0492037645421,0.131695599072
