ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.017111639769900207,4.2852547679053821,-1.9246103317318315,24.129140416966234,-2.1934531126025925,SMA,0.6830653203105449,0.75,0.064773577481849989,5,2.6861861716188491,0.00025281278045789042,926055159.8951304,0.00049708903010218792,8.9320157217241451e-11,2169.0270992734827,3.5895340992719755,3.4406200656258275,2.6568152627434589,2,-6.7277393540903478,1.3775713980219251,0.049168493060752549
