lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,-0.63406246010298917,-0.075424788343111657,3,42.626632341046012,0.73554146591342595,-0.08775982012056141,0.69304823932611848,0.13863060120672929,SMA,0.067881957005005211,0.056135885688960559,0.20711564764902346,0.57873583844685172,0.02940032803227078,0.98999999999999999
