,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,5.45245765514,74.8821489764,6.35889519121e-10,9.35040700823,7.19449382227e-07,3.79935011645,3.69159225067,4.48742731012,56.5559584089,-5.91431285819,8.22557829247,3.64738458589,13.3026654849,-3.85744459761,48.6118867426,5.55617193423,0.0440961654561,0.301568599067,0.75,0.99,0.0177385336533,0.0447825893003
