,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.575507483932,0.00553868254904,0.377609731635,2.89114893233,-0.00890722049832,0.231234866917,0.084575192241,33.1159312396,-0.0231647235566,-0.252353672213,4.68216874084,5.34645132074,0.0317045895382,0.0440961654561,0.301568599067,0.75,0.99,0.0114006826417,0.0275728712981
