ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.19101923936996185,0.98999999999999999,0.049686320326695788,1.6560652404289824,-0.523790647182106,1.1636900960776988,2.2583997444091639,MA,0.75,0.064773577481849989,4,1,0.025850144194624187,0.045049604271338028,17.708171150535911,12.802067802021568,6.5834819898910144,-0.4378543357163312,2,1.9752985699988042,4.4000358749048916,0.14599934633387157
