,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.445604554491,3.68473342151,0.483423697649,0.0124082458535,-0.0324377738994,-0.263159849298,4.56316007347,4.3040394167,-0.0134639774488,0.367371222431,0.299515449338,36.7847412461,0.0496702321717,0.0440961654561,0.301568599067,0.75,0.99,0.010946929053,0.0296094060729
