,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.557943692686,0.392326927182,0.00757618913396,2.83672909113,-0.0100678063989,0.255557502776,-0.0234958008952,-0.259028104583,0.227609707355,35.1567813737,4.63657100207,4.76644977825,0.0339919569998,0.0440961654561,0.301568599067,0.75,0.99,0.0112400309037,0.0284978928412
