,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,15000.2604013,3.04946949811e-17,165960.767415,4.97461135954e-15,3.80641697262e-06,8.38445055411,40.6243792883,-9.66372722386,9.80258379659,10.5038531913,6.86149312116,-8.42629048609,27.4443849638,-6.80088925205,1553.2729733,7.47719203802,0.0440961654561,0.267423481025,0.75,0.99,0.04980972514,0.125190672763
