ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.043567693172623531,14.628709306933871,17.74408735215323,24.079000832503542,-5.439635209506668,SMA,0.75,0.064773577481849989,4,12.428085275813922,24512467.23341886,14024761.964630103,1.5012703398782213e-17,1.0810030507367723e-15,65.178915136638437,15.901518849058064,2,-5.4638199240298366,94.178484032489564,0.1095331528964244
