ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.0062091709359828294,1.4993764758272652,3.0494538221847618,39.191797298534468,0.39102505549043437,SMA,0.5428110892161998,0.75,0.064773577481849989,5,0.25577957032892451,3.2888685243790303,3.8023771955200128e-06,0.08553055099002084,0.1013156641592983,0.69485794944530865,-0.065401706874098409,0.0039949668539372265,-3.1645038605034217,2,-0.00021907406360270785,3.3098357325238759,0.014322169392335438
