,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err,latitude
0,SMA,4,2,35.2185518598,0.0175721289428,0.000196511844743,0.758200861413,3.96903229475,32.9442281491,-0.791212512641,30.4918841687,-2.47017962984,3.01744386268,1.00801379837,2.13220220542,2.04056524568,0.0440961654561,0.301568599067,0.75,0.99,0.0164399684262,0.0377764595038,46
0,SMA,4,2,0.0459891230282,0.815933800781,0.00143278069305,42.2085457516,-0.429605437668,28.920430426,0.811312912505,1.474096793,-1.89167895232,2.19510961127,4.27810423075,28.5397132045,1.49024442924,0.0440961654561,0.301568599067,0.75,0.99,0.0159781462775,0.0356639581743,47
0,SMA,4,2,0.105518143014,0.925838102056,0.0108215991425,57.2384378869,-0.0537776794485,28.2333198054,0.622471351478,0.813656219295,-1.2890959183,1.34436990041,4.99308950909,19.993262863,0.894851163539,0.0440961654561,0.301568599067,0.75,0.99,0.015410259735,0.0358050182135,48
0,SMA,4,2,0.127738839688,0.949622440612,0.0532674972902,56.4859475946,0.183277877269,27.4335350852,0.455219635326,0.348522331611,-0.792742932454,0.694818567889,5.66537972082,11.3388335879,0.445408012591,0.0440961654561,0.301568599067,0.75,0.99,0.0146532902353,0.0343678693512,49
0,SMA,4,2,0.0838368301574,0.139485325359,0.868579430706,24.0784264548,0.217271534106,27.1011277292,-0.487389855806,0.357656530949,0.354623136695,0.148300147392,5.47223727144,7.61573607301,0.228705813278,0.0440961654561,0.301568599067,0.75,0.99,0.0138801838668,0.0312688352923,50
0,SMA,4,2,0.0293321185024,0.344796804244,0.657292345955,4.88045465521,0.213568819056,27.7096491599,-0.209567651504,0.11595500136,0.237771423202,0.0196068520407,4.98511076708,5.71899420248,0.0702850870215,0.0440961654561,0.301568599067,0.75,0.99,0.0132258814874,0.0300134173424,51
0,SMA,4,2,0.00842344656573,0.614984902095,0.382990908889,0.833676579145,0.16602840799,27.9560967346,-0.0754295684822,0.0354635958673,0.186047917078,-0.0167909159658,4.31439051875,4.8634312766,0.0212389852805,0.0440961654561,0.301568599067,0.75,0.99,0.0128480492961,0.0294985954108,52
0,SMA,4,2,0.00563586332033,0.686883473428,0.307294126911,0.334838258247,0.119945300268,27.6852926001,-0.053799685871,0.0263889210032,0.167934239056,-0.0265513720221,3.59751215654,4.10489189083,0.0154630565842,0.0440961654561,0.301568599067,0.75,0.99,0.0126917347094,0.0285262709646,53
0,SMA,4,2,0.045666011445,0.00105499171227,0.634617475001,0.362955704775,3.0561932986,3.31932432879,0.0966488195777,27.3914625997,-0.0265260694395,0.0118065482093,0.0510403092239,-0.0161857684192,0.00298794253178,0.0440961654561,0.301568599067,0.75,0.99,0.0125962808893,0.0277448472286,54
0,SMA,4,2,0.206456855273,0.00527127724007,0.429312054485,0.553225896019,2.76857417486,3.25322732709,0.0770590084504,27.7222549498,-0.0809046211598,0.0543476117717,0.0722426922607,-0.0305165979209,0.0158437323965,0.0440961654561,0.301568599067,0.75,0.99,0.0126845334142,0.0270045291358,55
0,SMA,4,2,0.134370400146,0.00348470184283,0.357665078427,0.627900540312,2.6155146982,3.2759383791,0.0804129980267,27.9586634509,-0.0719811722243,0.0644149485786,0.0433854439748,-0.031864361232,0.0106012852786,0.0440961654561,0.301568599067,0.75,0.99,0.0127454403318,0.0289315488154,56
0,SMA,4,2,0.154839648985,0.0733502837724,0.00420521862297,0.905424735678,2.47135973628,3.05886195069,-0.168252688381,0.206602062998,0.0943315514324,28.0276239244,0.0122738210235,-0.0129894718988,0.0128394589504,0.0440961654561,0.301568599067,0.75,0.99,0.0127655230036,0.0323024418211,57
0,SMA,4,2,0.0159099986579,2.90319712894e-05,0.00273881359824,0.994456904967,1.79147318705,1.07751626356,-1.00681136111,16.8231788044,1.02428016609,30.2460085711,-0.0014442688113,0.0015192889458,0.00219581230859,0.0440961654561,0.301568599067,0.75,0.99,0.0121457798284,0.0250116334749,58
0,SMA,4,2,0.0174114225012,1.38909728517e-05,0.00216221161645,0.994893721155,1.97681297733,1.29900195213,-1.21117465319,15.7965018723,0.871161799406,28.3066079133,-0.00132525662354,0.00144294743814,0.00209448907534,0.0440961654561,0.301568599067,0.75,0.99,0.012024198148,0.0252704157672,59
0,SMA,4,2,0.018922664809,6.64440782776e-06,0.0015252034043,0.995339059255,2.14530197499,1.58376840547,-1.40952230366,14.0547571206,0.676768795099,28.0606678727,-0.00120242547651,0.00131841599637,0.00195836124004,0.0440961654561,0.301568599067,0.75,0.99,0.0119944697661,0.0267091458106,60
