lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,0.041949410539667345,-0.019858966527899494,3,337.6580924318551,0.04703519080526658,1.1779482822690555,12.855598239529954,0.050272029576986801,SMA,0.020981921246229884,0.05835794822474645,0.93734758510277416,0.053194471107934183,0.0085946048900442714,0.98999999999999999
