,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,0.0274824422209,88.8857979293,9.41139843269e-08,1.28170141614e-08,0.766033307428,0.323522966796,37.3380293713,5.13139221055,40.6819498354,-4.74512920349,53.2889401191,-5.14376496514,7.57201606721,2.33079879075,5.77531593856,5.65288222809,0.0440961654561,0.301568599067,0.75,0.99,0.0121588607829,0.0341230918714
