ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.013128977614787804,1.1493692753751894,0.012395342764596478,-0.06158192571905121,-0.081843478742024009,SMA,0.12568819360750672,0.75,0.064773577481849989,5,0.1174594110381325,0.19409072094332333,0.21379950317101593,0.21310153376054419,0.2142834166324312,-0.058271676576522144,1.1806136211178031,32.619310676140813,-0.081767114109669581,2,-0.082137177716427007,-0.059059659952616118,0.028580526667908113
