,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.000756110150027,0.552025100081,0.508804402776,0.439747074716,-0.0458216336357,34.0035153543,-0.00561061037867,-0.0825582675553,4.66170241635,5.80056331122,0.0014553424549,0.119591504874,0.00543146045544,0.0440961654561,0.301568599067,0.75,0.99,0.0116052449689,0.0278373153421
