ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.010322426291451144,0.037616132871581012,-0.02625364217649194,2.4312677770759357,10.400070552427556,SMA,0.75,0.064773577481849989,4,0.044765004729865499,0.91272805442145188,0.011432107756152474,4514.7483226698541,0.024441254238872889,6.9141509800291479,-0.13425008261272803,2,0.83351886341841674,43.040130860143833,0.028585204461584524
