,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.486395300317,0.397709139627,0.00181272430973,0.504146237418,-0.00744221371489,-0.101847439088,4.38695159721,3.75657436324,0.331524605677,34.4946091453,0.00150535623735,0.114720320657,0.0064579721176,0.0440961654561,0.301568599067,0.75,0.99,0.0105307687968,0.028611843409
