ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.016580775821606209,1.3908041301475706,1.4200250214545009,3.8332014529780674,-0.73158356597895202,MA,0.012788749048422076,0.75,0.064773577481849989,5,1,2.8923512628430625,2.0409254657050324,0.026593537784723897,3.2810742934980994,1.3791480874306172,-0.94228759225411896,1.0520798466145367,1.2312679973422249,2,1.3435929079632851,4.9400458983026878,0.051130901245953764
