,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,16.6803863016,0.828580623399,0.0986873991729,0.0687133582368,0.00207499821467,5.73314507249,0.941063183551,0.0397399845565,0.189566090193,0.904181096119,25.367782652,-0.41016136252,-0.162976103541,-0.705136063147,22.4189269216,0.128376151877,0.0440961654561,0.301568599067,0.75,0.99,0.00876747290471,0.0174346373537
