ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.049692020048326957,6.226394074570651,-0.9254234036144241,1.1789228601130723,1.705769047384154,MA,0.75,0.064773577481849989,4,1,0.016609923080456009,5.5726476289490865,5.5419044012119345,0.009326974650512623,5.1566303719103068,1.5625136735074707,2,-1.0277615420431434,1.4989726278300537,0.14227586808692783
