lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.23151313753431976,2,20.409223097307066,-4.0324661234521386,2,-3.461810080867961,68.425876571771511,8.9080751286163693,SMA,0.12685899512699583,5.6513748992150603e-07,7.8881115271284897e-06,0.049744044632614018,0.98999999999999999
