,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,5.77025520567e-17,100835.26425,12153.4828889,0.000640709898433,1.21390460839e-14,-9.61789118557,10.1482997761,10.1037897004,7.1666574333,8.12884070133,41.686259718,-6.61979134428,1974.79709892,-8.29112177562,29.6442413243,7.50689916935,0.0440961654561,0.273928269449,0.75,0.99,0.0471852067726,0.119546805565
