lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.23714444549243396,2,35.205900983965222,0.10585735622171286,2,-0.076126498089378394,0.44732634736261567,0.20868783198519916,SMA,0.13693808192410439,0.041307276100687199,0.74858568040033691,0.049337554497157661,0.98999999999999999
