lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2548736305761713,2,35.016504984405955,0.041776933066068167,2,-0.071478255831473728,0.44147562068748936,0.21463538182019792,SMA,0.14701840794475329,0.037180542972612536,0.75422622250056059,0.049949579549839661,0.98999999999999999
