lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,34.189634822641864,-0.093426097620780815,2,-0.064879902434827774,0.44154654222775747,0.22418375385593714,SMA,0.15315559743028195,0.029331800454542735,0.76080647919752897,0.049197022070791158,0.98999999999999999
