lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,1.8925434704670294,-0.18827444244025868,2,-0.23359372016221253,4.2168473448197172,1,MA,0.15310818101337653,0.3685763114075179,0.38942725552654101,0.046439453473234776,0.98999999999999999
