lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,44.053438812411116,-0.14856316621031188,3,1.7371638383411456,0.07709374929423482,-0.031729657632481888,2.7178226854137333,1,MA,0.15620852191641066,0.57698543493257015,0.69251991837495119,0.54019615015658118,0.044089553061545682,0.98999999999999999
