lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.23151313753431976,2,14.793317150002631,-3.1165789533753405,2,-2.5708209828767639,58.627501176204071,6.3019876685835703,SMA,0.12211905991659766,1.7582036738823438e-05,0.00014820760421752345,0.049742578916235916,0.98999999999999999
