ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.020162253518483005,4.1422616982009206,1.4310770448767642,0.96639422163346433,-0.82268397769287449,MA,0.024247792403368811,0.75,0.064773577481849989,5,1,4.0475480585281289,3.7553737134749721,0.017005453405966004,4.0092479220597541,1.0431158917574546,-0.76186054188679575,2.7725860042653023,1.5096596050477913,2,1.4896665830441194,1.8092520554151033,0.056050828122027108
