,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.00554301251561,0.375880334726,2.89328759344,0.577201617162,0.0845768723851,33.1155031344,-0.0232095213204,-0.253470432662,4.68216161486,5.34650770161,-0.0089389679937,0.230569211926,0.0317288270046,0.0440961654561,0.301568599067,0.75,0.99,0.0114006813591,0.0275728618625
