lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
0.75,0.064773577481849989,0.2610731573912069,2,1.8587120591310646,-0.14120759860992124,2,-0.20498261100116474,4.1606431587866295,1,MA,0.15722144240956482,0.40455153507478414,0.41399291271124522,0.045392611198934577,0.98999999999999999
