,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,3.36795750368e-13,83372.0550303,1326.48159789,1.89247057734e-11,-7.3018321291,7.5104178534,9.17592624548,4.34164058696,6.62677241355,32.3392505356,-6.27054837163,43.9589536161,4.6966832805,0.0440961654561,0.195665576827,0.75,0.99,0.0466076322423,0.147363242026
