ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.011053075517594414,0.43498953142303998,-0.0544103483298835,33.648449961594494,0.91071334749383492,SMA,20.597581376897313,0.75,0.064773577481849989,5,0.068631106986413878,0.51886765743978558,0.32755961246572024,0.06467128530326173,0.00061211206413541871,-0.39852625080689685,5.3790183416052679,1.9799997186755058,-0.01893970073758991,2,-1.2658443709384031,17.932527212806594,0.033144499544761175
