,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,0.65710075937,0.0862477032773,0.254552871743,2.48563042424,0.00040706959926,-0.0487937383849,-0.0787383618889,1.43105182917,26.309536787,0.0479528261506,0.487027457474,4.11336628335,1.34351642392,-1.04367030828,32.2354989161,0.0598647072088,0.0440961654561,0.301568599067,0.75,0.99,0.00802851283603,0.0170319880345
