Latitude,perc70,perc75,perc80,perc85,perc90,perc95,perc99
0,7.61404955425744,8.17796636220147,8.81721757426297,9.558618913859,10.4985025047144,11.9215413079557,14.7522704744304
1,7.820783828034,8.35932954688352,8.97397099566571,9.69236292330993,10.6143295947364,11.9974204035001,14.6971868862615
2,7.77256008844964,8.30792128416851,8.91892213492086,9.64779771761557,10.5711976692203,11.971144524668,14.7078664557141
3,7.72347793607051,8.26058972397192,8.87267371672542,9.59097695521765,10.5149069362346,11.9502919156902,14.7158776726623
4,7.66656535051689,8.20402092744413,8.80370922634002,9.50691865246035,10.4195111616818,11.8851127069223,14.7357284680472
5,7.53897349838568,8.07871044440546,8.68670968065787,9.39825998101751,10.3225230777248,11.7743544019921,14.694688126676
6,7.38418364937328,7.92264349143089,8.53852014584012,9.26657581283373,10.2094286392589,11.6836555478361,14.6546620269402
7,7.23880798816953,7.7852138122455,8.40922001896695,9.15214201290424,10.1132396961601,11.6046028053688,14.5464255175898
8,7.08376298869216,7.64177538672946,8.27257283426349,9.03311933366517,10.0205912493528,11.5207894765876,14.3647499793754
9,6.93105131246934,7.48739974818112,8.12702365214968,8.90463049923033,9.90310093075365,11.4024803876627,14.2132563514861
10,6.78427276018395,7.34141988149049,7.97980338656083,8.76205997695508,9.76253353517993,11.2984929236574,14.1619983228807
11,6.68640065818313,7.23398140364219,7.87128884531138,8.64203030271343,9.66456856545416,11.2009904045173,14.1516798897797
12,6.67686016230814,7.22703709094471,7.86335066353619,8.63708379244697,9.64716559023529,11.1969355871331,14.329232514642
13,6.80621252925036,7.35064892836744,7.9850004269862,8.74780224342413,9.76323938127835,11.3473451252231,14.6837210725796
14,7.03040329356635,7.60508879183573,8.26953054670017,9.06663208943164,10.1018004782263,11.7633200279191,15.3825839227841
15,7.39735139920375,8.00181844183216,8.70628841227523,9.55972899049064,10.6946886364976,12.4946170139113,16.4342519032772
16,7.87751580181788,8.53299845059127,9.297615855859,10.2351600792365,11.4830073563422,13.5104998522124,17.6175158080253
17,8.48523815452155,9.21226725165723,10.0601429802408,11.1003072865178,12.4994528798445,14.6575225783703,18.995172850876
18,9.19432964708733,10.0021536972381,10.9545928570777,12.1089501775481,13.595731926101,15.9168823291752,20.4926354430378
19,10.015431118925,10.8988496402262,11.9315963517193,13.1910917422126,14.8054819946147,17.2682875109476,22.0429381614715
20,10.9447990756349,11.9006422385508,13.0107291546395,14.3574132128919,16.0755203833022,18.6929239966308,23.7073378332107
21,11.9217619304129,12.9604407927384,14.1488777982704,15.5537314519951,17.3624085139376,20.1251370107518,25.4409475729712
22,12.9361269067389,14.0477562450734,15.3015383081951,16.7927635108108,18.6812312436062,21.5841818331896,27.1055269686955
23,13.9604308827324,15.1140259491895,16.4315569629908,18.0124669387335,19.9691444539832,22.9763658392696,28.6953780536428
24,14.9087158282154,16.150229998651,17.5200272492928,19.1404575696234,21.211076896504,24.2963055037933,30.1122282940207
25,15.7056206857738,16.9888646051978,18.460784725306,20.16850592361,22.2847248494621,25.51753436551,31.5318889499415
26,16.2942775957952,17.6222522524052,19.1339641372486,20.9343759286614,23.2138257193582,26.5652715658452,32.7825471845075
27,16.8141863747873,18.1889671860208,19.757205579528,21.6517814726099,24.0316346210084,27.5480787537028,33.9702646447553
28,17.421551536334,18.8177807607145,20.4061906379507,22.3347585180686,24.7907583646937,28.3898516280171,35.0904004287344
29,18.0645813937944,19.4873396937402,21.0848532961151,23.0190018108183,25.5229356625886,29.2555039219382,36.0648559502627
30,18.6850498541739,20.1259747123999,21.7504538558648,23.7177444907584,26.2625700601624,30.0158122725127,36.953329568942
31,19.2499755827058,20.7314255915469,22.4111247387859,24.3977934657521,26.9171129105714,30.7478377269394,37.7577130646296
32,19.8322817397674,21.34235637035,23.0158788108237,24.9923280764992,27.5593999471305,31.407061675461,38.5270117728759
33,20.3926351610372,21.8972611011559,23.5962792247183,25.5955086828278,28.1713202019478,32.0228253017944,39.1520473291294
