ub0,ub1,rms_err,e31,e30,e11,e10,ftype,c4,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e40,e41,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.027476509132492614,3.6626777162421433,-0.25716602768773494,18.950555738872033,0.58488495022841569,MA,0.022787947014532163,0.75,0.064773577481849989,5,1,0.055716226719955561,1.2224495412810272,0.6010200826065526,1.661017000562621,1.7363186812853084,-0.53013367823623481,1.1339514904786849,1.1043190397516363,2,1.0714958032595885,7.2092082873786287,0.079000677611949399
