,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,6.37399596917e-15,132580.315973,11713.6104858,17205.8500808,1.3002512714e-12,-8.15674005278,10.2782335596,10.3995509791,4.14091694324,7.16772596912,315.143504911,8.62114867476,21.0728315652,-6.88775660334,52.8049700403,6.31748182379,0.0440961654561,0.231513137534,0.75,0.99,0.0497823913037,0.151958941342
