ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
0.2610731573912069,0.98999999999999999,0.04288247296347121,0.86673709215835415,-0.22445183161062998,4.215971055329967,0.29526681403510657,MA,0.75,0.064773577481849989,4,1,0.14978962216119976,0.47581988301552147,0.63793786884777726,0.062981578570839067,2.2825408940841276,0.20477748165352797,2,-0.59453844106330245,0.8532471195009268,0.14320148972947799
