,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.0793486475602,341.717303352,0.06061913884,0.894415879339,-0.537535555867,0.190049649755,8.33696766921,9.62573931243,0.216498362507,25.1113910274,0.16418652949,0.179479556638,0.178161776146,0.0440961654561,0.301568599067,0.75,0.99,0.0114788033849,0.028798232125
